GRAM5_NEGATIVE_CONTROL_OK new axiom: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK axiom only in proof body: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK missing proof dependency: missing raw dependency: Gram5AuditNegative.doesNotExist
GRAM5_NEGATIVE_CONTROL_OK standard name with altered type: nonstandard axiom type: propext
GRAM5_NEGATIVE_CONTROL_OK standard name with altered universe arity: unexpected axiom or universe arity: propext
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.unsafe: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.partial: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK every expression-bearing syntax position was traversed
GRAM5_NEGATIVE_CONTROL_OK altered stored theorem body is detected by exact comparison
GRAM5_NEGATIVE_CONTROL_OK stored theorem with changed type: stored theorem differs in non-body fields
GRAM5_NEGATIVE_CONTROL_OK stored theorem replaced by an axiom: stored declaration differs outside the theorem-body case
GRAM5_NEGATIVE_CONTROL_OK stored proof refers back to its original name: stored theorem variant depends on its original name: Gram5AuditNegative.circularStoredVariant
GRAM5_NEGATIVE_CONTROL_OK new axiom in an alternate stored proof: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_PROJECT_MODULE PBCounterexample.Basic records=41
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem Gram5IndependentContract.component.eq_1
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.weighted_finite_collection_claim
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem Gram5IndependentContract.Exceptional.eq_1
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.isOpen_rectangle
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.scale_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.monomialWeight_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_2
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_3
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_1
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_4
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 definition PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.normalizedPoint_ofFamilies_false
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.weighted_evaluation_claim
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.differential_monomial
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.signDirection_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.normalDirection_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5.weightedScale.eq_1
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.weighted_decomposition_claim
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.ofWeight_iff
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.actualPoint_ofFamilies_false
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.invariantA_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.weights_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5.IsExceptional.eq_1
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.exceptional_value_derivative_zero
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.exact_target_claim
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.residual_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.normalizedPoint_ofFamilies_true
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.invariantB_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.invariantW_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.fixed_epsilon_continuity_claim
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.complete_kernel_claim
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.component_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.normalizedPoint_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem Gram5IndependentContract.monomialWeight.eq_1
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem PBCounterexample.Gram5IndependentIntermediateBinding.initialDirection_eq
GRAM5_PROJECT_DECL gram5_independent_intermediate_binding_20260908 theorem Gram5IndependentContract.actualPoint.eq_1
GRAM5_PROJECT_INVENTORY_OK modules=27 all_project_names=932 safe_roots=932 records=932 duplicates=0 retained_proof_variants=0; unsafe_partial_exemptions=0
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.sup.elim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.sup.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval_leaf [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.sup.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsPolynomialLattice [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.ctorElim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval_inf [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.recOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.sup.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.leaf.elim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.leaf.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.leaf.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval._f [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.leaf [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr._sizeOf_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.leaf.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval._sunfold [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.leaf.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.below [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.brecOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.brecOn.eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.sup.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.ctorIdx [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr._sizeOf_inst [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval_sup [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.noConfusionType [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.inf.elim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.inf.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.inf.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.eval.match_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.inf []
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.ctorElimType [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.brecOn.go [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.inf.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.sup []
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.inf.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsPolynomialLattice.max [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsPolynomialLattice.finite_sup [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.polynomial_isPolynomialLattice [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsPolynomialLattice.finite_inf [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsPolynomialLattice.min [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.finite_sup_inf_polynomials_isPolynomialLattice [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below.inter [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.polynomial_le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.mk.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.ctorIdx [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover._sizeOf_inst [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.covers [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.iInter [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.mk.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.continuous [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below.union [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.ge_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.mk.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.brecOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.iUnion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.compl [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.recOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.inter [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.empty [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.univ [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover._sizeOf_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.mk._flat_ctor [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.finset_union [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.count [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below.compl [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.mk.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.agrees [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below.polynomial_le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.le._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.semialgebraic [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.union [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.below.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.label [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.recOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.noConfusionType [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.region [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.closed [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.IsSemialgebraic.finset_inter [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.mk [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.FiniteClosedPolynomialCover.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.correction._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.region [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.ExactTargetClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.activeRegion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.zeroRegion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.ActualIFTClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.testB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.mk.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData._sizeOf_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData._sizeOf_inst [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.mixedCoefficient.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.selected [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.Poly [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.ctorIdx [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1._proof_4 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.ExplicitCoverClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q4_exact [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.mk._flat_ctor [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.OfWeight [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.residual_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.testW [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.mk.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q4 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.testA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.mk [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.a._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q2._proof_2 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q2._proof_3 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.e [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.B2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.A2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.orientation [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.WeightedDecompositionClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.mixedCoefficient [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.initialDirection [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.minimum [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.noConfusionType [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.zero_at_epsilon_zero [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.determinant._proof_2 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CompleteKernelClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.j [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.one [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.linearAtOne [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.determinant._proof_3 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.labels [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.c [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.F2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.testG [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1._proof_5 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.n [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.epsilonRadius_pos [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.epsilonRadius [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.normalizedPoint [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q3._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q3_exact [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.lambdaRadius [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1._proof_3 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.label [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.d [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q2_exact [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1._proof_2 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.b [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.scale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.smooth [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.FixedEpsilonContinuityClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.first_zero_combination [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.correction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.determinant._proof_4 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.W2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.determinant [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.determinant._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.region.match_1 []
GRAM5_CACHED_AXIOMS Gram5IndependentContract.rootFactor [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.WeightedEvaluationClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.rectangle [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.actualPoint [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.monomialWeight [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.expectedJacobian [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q2._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.weight [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.orientation.match_1 []
GRAM5_CACHED_AXIOMS Gram5IndependentContract.Exceptional [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.testA._proof_1 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.mixed_weight_identity [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.WeightedFiniteCollectionClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.mk.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.recOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.testg [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.second_zero_combination [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.residual [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.expectedJacobian._proof_1 [propext]
